Chapter,Type,Word,Meaning,예문정리(영),예문정리(한),,
39,표제어,passive,"a.수동적인, 소극적인",a passive attitude,수동적인 태도,,
39,연관어,passively,ad.수동적으로,to react passively,수동적으로 반응하다,,
13,표제어,patient,n.환자 a.인내심 있는,"a patient attitude
병원 환자 a hospital patient",인내심 있는 태도,,
13,연관어,patience,n.인내(심),strong patience,강한 인내심,,
13,표제어,pause,"n.멈춤 v.잠시 멈추다 
",a short pause,짧은 멈춤,,
39,표제어,payment,n.지불,a payment amount,지불 금액,,
35,표제어,peculiar,"a.독특한, 이상한, 특유의, 고유한",peculiar behavior,이상한 행동,,
3,표제어,peer,"n.동료, 또래",peer pressure,또래 집단의 압력,,
32,표제어,penalty,"n.벌금,벌, 벌칙
",a speeding penalty,속도 위반 벌금,,
31,표제어,perception,"n.인식, 지각",public perception,대중의 인식,,
31,연관어,perceptive,a.통찰력 있는,a perceptive analysis,통찰력 있는 분석,,
31,연관어,perceive,"v.인식하다, 인지하다, 여기다",to perceive the danger,위험을 인식하다,,
30,표제어,perfection,n.완벽(함),perfection itself,완벽 그 자체,,
30,연관어,perfect,a.완벽한 v.완성하다,"a perfect plan
기술을 완성하다 to perfect a skill",완벽한 계획,,
30,연관어,perfectly,ad.완벽하게,work perfectly,완벽하게 작동하다,,
14,표제어,performance,"n.공연, 성과, 연기, 수행","a great performance
연기력이 뛰어난 performance with strong acting",훌륭한 성과,,
14,연관어,perform,"v.수행하다, 연주하다, 공연하다, 연기하다","to perform a task
무대 공연을 하다 to perform on stage",임무를 수행하다,,
35,표제어,peril,n.위험,in mortal peril,생명의 위험,,
19,표제어,period,"n.기간, 간격,시기",a long period,긴 기간,,
19,연관어,periodic,a.주기적인,periodic inspection,주기적인 점검,,
19,연관어,periodical,n.정기간행물,a scientific periodical,과학 정기간행물,,
19,연관어,periodically,ad.주기적으로,update periodically,주기적으로 업데이트하다,,
27,표제어,perishable,"a.쉽게 상하는, 부패하기 쉬운",perishable food,부패하기 쉬운 식품,,
27,연관어,perish,"v.죽다, 소멸하다",to perish in war,전쟁에서 죽다,,
6,표제어,permanent,"a.영구적인, 영속적인, 불변의",a permanent address,영구적인 주소,,
6,연관어,permanence,n.영속성,the permanence of love,사랑의 영속성,,
6,연관어,permanently,ad.영원히,be banned permanently,영원히 금지되다,,
33,표제어,permission,"n.허용, 허락, 허가 ",parental permission,부모님의 허락,,
33,연관어,permit,"v.허가하다, 허락하다",a building permit,건축 허가,,
13,표제어,perplex,"v.당황하게 하다, 난처하게 하다, 혼란스럽게 하다",to perplex him,그를 당황하게 하다,,
13,연관어,perplexing,"a.난처한, 당혹스러운, 복잡한",a perplexing question,난처한 질문,,
34,표제어,persist,"v.계속하다, 지속되다, 고집하다","to persist stubbornly
몇 주 동안 지속되다 to persist for weeks",계속 고집하다,,
34,연관어,persistence,"n.지속, 고집, 인내",persistence with determination,끈질긴 인내,,
34,연관어,persistent,"a.지속하는, 끈질긴 ",a persistent problem,끈질긴 문제,,
14,표제어,personal,"a.개인적인, 사적인",a personal question,개인적인 질문,,
14,연관어,personality,"n.성격, 인물, 인격,개성",a cheerful personality,밝은 성격,,
14,연관어,personalize,"v.개인화하다, 개별화하다",to personalize the service,서비스를 개인화하다,,
14,연관어,personally,"ad.직접, 개인적으로",personally speaking,개인적으로 말하자면,,
35,표제어,perspective,"n.관점, 시각, 원근법",to offer a new perspective,새로운 관점을 제시하다,,
4,표제어,persuade,v.설득하다,to persuade him,그를 설득하다,,
4,연관어,persuasive,a.설득력 있는,a persuasive argument,설득력 있는 주장,,
1,표제어,pervasive,"a.퍼지는, 만연한, 널리 퍼진","a pervasive issue
널리 퍼진 믿음 a pervasive belief",만연한 문제,,
3,표제어,pessimistic,a.비관적인,a pessimistic outlook,비관적인 전망,,
1,표제어,pesticide,"n.살충제, 농약",a powerful pesticide,강력한 살충제,,
45,표제어,phenomenon,n.현상,a rare natural phenomenon,희귀한 자연 현상,,
45,연관어,phenomena,n.현상들,complex phenomena,복잡한 현상들,,
34,표제어,philosophical,"a.철학의, 철학적인, 사색적인",a philosophical question,철학적 질문,,
34,연관어,philosopher,n.철학자,an ancient philosopher,고대 철학자,,
34,연관어,philosophy,"n.철학, 신념, 인생관",a philosophy of life,삶에 대한 철학,,
6,표제어,phrase,"n.구, 구절, 표현 v.표현하다 ",a famous phrase,유명한 표현,,
1,표제어,physical,"a.신체의, 물리적인","physical strength
물리적 성질 physical properties",신체적 힘,,
1,연관어,physically,"ad.육체적으로, 물리적으로","physically fit
물리적으로 연결된 physically connected",육체적으로 건강한,,
1,연관어,physician,n.의사,a specialist physician,전문의,,
1,연관어,physicist,n.물리학자,a theoretical physicist,이론 물리학자,,
1,연관어,physics,n.물리학,to study physics,물리학을 공부하다,,
34,표제어,physiological,"a.생리학의, 생리적인",physiological needs,생리적 필요,,
34,연관어,physiologic,a.생리학의,physiological processes,생리학적 과정,,
34,연관어,physiology,"n.생리학, 생리 ",to teach physiology,생리학을 가르치다,,
23,표제어,piece,"n.조각,작품, 곡",a piece of cake,케이크 한 조각,,
27,표제어,pile,n.더미v.쌓다,a pile of books,책 더미,,
1,표제어,pill,n.알약,to swallow a pill,알약을 삼키다,,
39,표제어,pioneer,"n.개척자 v.개척하다
",a pioneer of the West,서부 개척자,,
32,표제어,place,"n.장소  v.놓다, 두다 
",a quiet place,조용한 장소,,
32,연관어,placement,n.배치,furniture placement,가구 배치,,
8,표제어,plain,"a.평범한,분명한 n.평원","plain clothes
분명한 사실 a plain fact
대평원 The Great Plains",평범한 옷,,
8,연관어,plainly,"ad.뚜렷하게, 분명히",to speak plainly,뚜렷하게 말하다,,
37,표제어,plant,"n.공장, 식물 v.심다","a car parts plant
나무를 심다 to plant a tree",자동차 부품 공장,,
31,표제어,platform,"n.플랫폼, 연단, 승강장",a speech platform,연설 연단,,
21,표제어,plausible,a.그럴듯한,a plausible explanatio,그럴듯한 설명,,
24,표제어,please,"v.기쁘게 하다, 만족시키다",to please guests,손님을 기쁘게 하다,,
24,연관어,pleasant,"a.유쾌한, 기분 좋은",a pleasant day,즐거운 하루,,
24,연관어,unpleasant,"a.불쾌한, 불편한",unpleasant experience,불쾌한 경험,,
24,연관어,pleasurable,"a.즐거운, 유쾌한",a pleasurable experience,즐거운 경험,,
24,연관어,pleasure,"n.기쁨, 즐거움",to give pleasure,기쁨을 주다,,
26,표제어,pledge,"v.맹세하다, 약속하다  n.맹세, 약속",to pledge to work faithfully,성실히 일하겠다고 맹세하다,,
8,표제어,plentiful,a.풍부한,plentiful resources,풍부한 자원,,
1,표제어,plot,n.줄거리,the plot of a novel,소설의 줄거리,,
6,표제어,poetry,n.시,modern poetry,현대 시,,
6,연관어,poem,n.시 ,a beautiful poem,아름다운 시,,
6,연관어,poet,n.시인,a famous poet,유명한 시인,,
6,연관어,poetic,a.시적인,a poetic expression,시적인 표현,,
43,표제어,point,"n.요점, 지점 v.가리키다, 지적하다
",the main point of the meeting,회의의 요점,,
43,연관어,point of view,n.관점,different points of view,다양한 관점,,
43,연관어,point out,v.지적하다,to point out the problem,문제를 지적하다,,
43,연관어,pointless,a.무의미한,a pointless argument,무의미한 논쟁,,
7,표제어,poison,"n.독, 독약 v.오염시키다, 중독시키다
",deadly poison,치명적인 독,,
7,연관어,poisonous,"a.독이 있는, 유독한",a poisonous snake,독이 있는 뱀,,
39,표제어,polar,a.극의,polar regions,극 지방,,
39,연관어,polarization,n.양극화,political polarization,정치적 양극화,,
34,표제어,policy,"n.정책, 방침",a new government policy,정부의 새로운 정책,,
41,표제어,polish,"v.다듬다, 광을 내다 n.광택제, 광",to polish a sentence,문장을 다듬다,,
38,표제어,polite,"a.정중한, 공손한",a polite manner,정중한 태도,,
38,연관어,politely,"ad.공손하게, 정중하게 ",to reply politely,공손하게 대답하다,,
45,표제어,political,a.정치적인,a political issue,정치적인 문제,,
45,연관어,politician,n.정치가,a famous politician,유명한 정치가,,
48,표제어,pollution,"n.오염, 공해",air pollution,대기 오염,,
48,연관어,pollute,"v.오염시키다, 더럽히다",to pollute a river,강을 오염시키다,,
8,표제어,population,"n.인구,주민, 개체수",the population of the city,도시 인구,,
8,연관어,popular,"a.인기 있는, 대중적인",a popular singer,인기 있는 가수,,
8,연관어,popularity,n.인기,high popularity,높은 인기,,
8,연관어,popularization,n.대중화,popularization of the internet,인터넷의 대중화,,
34,표제어,portable,a.휴대용의,a portable device,휴대용 기기,,
6,표제어,portion,"n.부분, 몫",a portion of cake,케이크 한 조각,,
8,표제어,portray,"v.묘사하다, 나타내다",to portray a character’s personality,인물의 성격을 묘사하다,,
8,연관어,portrait,"n.초상화, 묘사",a portrait by a famous painter,유명 화가의 초상화,,
8,연관어,portrayal,n.묘사,a precise portrayal,정확한 묘사,,
26,표제어,pose,"n.자세 v.제기하다, 포즈를 취하다 
",a pose for a photo shoot,사진 촬영을 위한 자세,,
39,표제어,positive,"a.긍정적인, 양성(반응)의, 확실한",a positive attitude,긍정적인 태도,,
39,연관어,positively,ad.긍정적으로,to think positively,긍정적으로 생각하다,,
21,표제어,possess,"v.가지다, 소유하다, 지니다 ",to possess wealth,부를 소유하다,,
21,연관어,possession,"n.소유, 소유물, 소지",a valuable possession,귀중한 소유물,,
29,표제어,possibility,"n.가능성, 기회",high possibility,높은 가능성,,
29,연관어,possible,"a.가능한, 있을 수 있는",a possible solution,가능한 해결책,,
29,연관어,possibly,ad.아마도,possibly true,아마도 사실이다,,
45,표제어,post,"n.게시물, 우편 v.게시하다, 발송하다
",a new post,새로운 게시물,,
7,표제어,posture,n.자세,correct posture,올바른 자세,,
34,표제어,potential,"a.잠재적인 n.잠재력, 가능성
",potential risk,잠재적인 위험,,
22,표제어,potent,a.강력한,a potent weapon,강력한 무기,,
45,표제어,pour,v.쏟다,to pour water,물을 쏟다,,
36,표제어,poverty,"n.가난,빈곤",extreme poverty,극심한 빈곤,,
12,표제어,practical,"a.실용적인, 실제적인",a practical solution,실용적인 해결책,,
12,연관어,practicability,n.실행 가능성,high practicability,높은 실행 가능성,,
12,연관어,practically,"ad.사실상, 실제로, 거의",practically everyone agrees,사실상 모든 사람이 동의하다,,
28,표제어,practice,"n.관행, 관습, 업무, 실행 v.연습하다, 실천하다
",everyday business practice,일상적인 업무 관행,,
28,연관어,practitioner,"n.실무자, 개업의사/변호사 등
",a medical practitioner,현역 의사,,
28,연관어,in practice,실제로,"In practice, it's harder than it sounds.",실제로는 말보다 더 어렵다,,
7,표제어,praise,n.칭찬 v.칭찬하다,heartfelt praise,진심 어린 칭찬,,
24,표제어,precaution,"n.예방 조치, 주의",fire precaution,화재 예방 조치,,
23,표제어,precede,"v.선행하다, 앞서다",to precede the meeting,회의에 앞서다,,
23,연관어,precedent,n.전례,a legal precedent,법적 전례,,
23,연관어,unprecedented,a.전례 없는,unprecedented success,전례 없는 성공,,
11,표제어,precious,a.귀중한,precious jewels,귀중한 보석들,,
28,표제어,precision,"n.정밀, 정확",high precision,높은 정밀도,,
28,연관어,precise,"a.정확한, 정밀한",a precise measurement,정확한 측정값,,
28,연관어,precisely,"ad.바로, 정확하게",precisely at that moment,바로 그 순간,,
36,표제어,predator,"n.포식자, 약탈자",a predator on the hunt,사냥 중인 포식자,,
40,표제어,predetermine,v.미리 정하다,to predetermine the outcome,결과를 미리 정하다,,
40,연관어,predetermined,a.미리 정해진,a predetermined plan,미리 정해진 계획,,
37,표제어,predict,"v.예측하다, 예상하다",to predict the weather,날씨를 예측하다,,
37,연관어,predictable,a.예측 가능한,predictable outcome,예측 가능한 결과,,
